root_id,activation_1,activation_2,activation_3,activation_4,activation_5,activation_6,activation_7,activation_8,activation_9,activation_10,activation_11,activation_12,activation_13,activation_14,activation_15,activation_16,activation_17,activation_18,activation_19,activation_20,activation_21,activation_22,activation_23,activation_24,activation_25,activation_26,activation_27,activation_28,activation_29,activation_30,activation_31,activation_32,activation_33,activation_34,x,y,z
720575940604093984,0.0,0.0,0.0,0.021143800855536736,-0.007101012595271705,0.06208516034340705,0.006920350107018823,0.05629352935144957,-0.019387315273151014,-0.034206527757683625,0.003252235072066197,0.29918370021805657,-0.032747351688999046,-0.024003550063762723,-0.0454833684259338,0.8972268703439038,-0.06176345525526046,0.48421295501406736,-0.18405996991827248,1.5157544042319913,-0.14261221776226587,1.2350412454947752,-0.40302502149911223,1.4006672126003743,-0.35021754643368985,1.657969858609312,-0.4959997640064514,1.4861167325317344,-0.44700198194117996,1.8453723196420115,-0.4912380226763893,1.6653193316669905,-0.5069398996562291,1.9037380273035984,423640.0,170220.0,174800.0
720575940604103200,0.0,0.0,0.0,0.03325590441573951,-0.011224670502680896,0.10125322653889839,0.010940130312870703,0.08560366574195523,-0.030376276670921402,-0.05359373814482499,0.005705342174488345,0.4656432525528764,-0.05184423012144935,-0.03489640085374121,-0.07139101709713172,1.4238646137745374,-0.10101232223036938,0.7960264569167833,-0.2952076733601478,2.459501515493738,-0.2380899456229929,2.0241149833533,-0.6563226085309004,2.316987933836586,-0.5837847041417596,2.727432025747095,-0.817983200514964,2.478798365171759,-0.743056956238078,3.0517353564111307,-0.8167439967894107,2.7798637447754517,-0.8425486296975067,3.1630516044555685,441816.0,160752.0,174800.0
720575940604249790,0.0,0.0,0.0,0.22820342805002536,-0.020434985369239746,0.2263576711737058,0.0021734797941847382,0.11496949903089602,-0.02986293860274717,-0.0032282409280189233,-0.001079275528637551,0.41518130668109743,-0.04391660764066907,-0.0236762477464601,-0.05614544545124913,1.0686318526992653,-0.06048534045338275,0.38895925526815567,-0.1935051830272344,1.4969232612973924,-0.1018255288468858,1.0445851262474322,-0.37572911826663524,1.1318540746419243,-0.2503680679223887,1.3855317234629387,-0.41272359813815485,1.0860211417385748,-0.3356997220399707,1.487034336875626,-0.37678838399246417,1.2113413768258652,-0.3878026243085647,1.4753673663274642,420120.0,164316.0,174800.0
720575940604304561,0.0,0.0,0.0,0.029203945139330417,-0.01100775633773883,0.08360738112785537,0.009710665395382645,0.07882192150522281,-0.02599020793531963,-0.06115503407936256,0.006165959871034922,0.38904761140928934,-0.03890961738145074,-0.10627800527077985,-0.05134561431538632,1.0833016583407005,-0.057009191266049974,0.3689349281643188,-0.20804153401279554,1.6448162627951777,-0.11903180791182062,1.220112444490815,-0.43515307480333276,1.3707275304461901,-0.3188431542117527,1.6925926957109751,-0.50677182703425,1.4016382693594247,-0.4313610814270774,1.8668416584891059,-0.4824606258259766,1.5874406916942045,-0.4993710048953876,1.8916350152109453,423416.0,164532.0,174800.0
720575940604509374,0.0,0.0,0.0,-0.010285242343205181,0.003358433725795667,-0.02135560681991335,-0.0038321687546646224,-0.024393243276609085,0.007812440826127637,0.04091196743695289,-0.004785704677318761,-0.10446424303749902,0.00643729120728436,0.12051328139927252,0.004992275947011491,-0.21373511228607664,-0.009426601189757182,0.1839529743707987,0.025428291202448418,-0.12478255381229097,-0.03666905539408624,0.06121453211016979,0.03147982668611082,0.07835846247572507,-0.052069100081498544,-0.0006294722659130128,0.001561497949418138,0.15171685133474283,-0.0328633610439565,0.01921118105335705,-0.024270306912479157,0.14757239536881384,-0.02340852787926819,0.06532738332207899,440308.0,156896.0,174800.0
720575940604626912,0.0,0.0,0.0,0.013449584706260499,-0.004582995201727213,0.044682075797537225,0.004184093555536281,0.03644602375262546,-0.013133366220755971,-0.008382674008476457,0.00039780249091988064,0.2129579684436989,-0.026603987634540305,0.053940230929686236,-0.04014558685695263,0.721827957688052,-0.06700807154866657,0.6106402737875943,-0.1641280591475923,1.4202714865058061,-0.17100035136659095,1.2932757666136536,-0.3833810410213693,1.4814963866786919,-0.3971647432625456,1.6895765055864345,-0.5048546850931342,1.639112231081353,-0.4836879787607768,1.905224295918172,-0.5227633450532008,1.8262570299813123,-0.5390401619789466,2.0066061805363113,438332.0,161200.0,174800.0
720575940604908972,0.0,0.0,0.0,-0.005721718029970236,-0.00021171775269663312,0.02332740399243817,-0.004160422385027898,0.003884476067684132,-0.0007884939908977601,0.09008314043823311,-0.012190423293827938,0.05614082156358792,-0.02089326278446193,0.3514669219844774,-0.042910845895550095,0.4582845956596404,-0.1064458627694762,1.1963736839034214,-0.15304570888352417,1.506168439410152,-0.2938297175472605,1.7531902363173186,-0.407328880430009,1.9947404675968585,-0.6022838813700975,2.0776366980094343,-0.6142307877093799,2.326668118442984,-0.6610701519849034,2.3608398341091887,-0.6865263853765551,2.5315429634272393,-0.7036733813429455,2.567657847074698,421360.0,162936.0,174800.0
720575940605412738,0.0,0.0,0.0,0.0025792484884348916,-0.0009056413988197928,0.009805803569675062,0.000968689449610968,0.0018385154763867278,-0.0015249448677951169,-0.0156345125160695,0.0030955032373450957,0.004436975147219802,0.0013273851114371424,-0.07060389060584664,0.006904982372905279,-0.03119276316354615,0.015377941207440116,-0.2096045029682981,0.018951105389527805,-0.1769210537848154,0.04549300411376198,-0.2601607020934462,0.049707748472187875,-0.26914694041017967,0.08882943308283725,-0.2777777495306047,0.07819115034897578,-0.3212598607352917,0.0911934691397501,-0.3042385041320792,0.08972787441815679,-0.343022067037263,0.09263627361047624,-0.3294927003091133,425196.0,171944.0,174800.0
720575940605441312,0.0,0.0,0.0,0.03411260758008746,-0.012602909326836957,0.10354099046726052,0.011205134928968139,0.09335675368939297,-0.03132006803350319,-0.0560272470234495,0.0050330252352919075,0.48272198633621644,-0.05202574414599991,-0.04637633623763197,-0.07257356397164921,1.428854254771961,-0.09571315198810577,0.7464163832469204,-0.2914865817303975,2.382338059303738,-0.21926846511569573,1.9294754281643889,-0.6332936025480266,2.1766918671936697,-0.541446601993904,2.589506205135388,-0.7734627984211239,2.2989141627949508,-0.6933465346974919,2.8733414801558186,-0.7619701580945307,2.5758639102203023,-0.7866227941297921,2.954700731892942,425384.0,161328.0,174800.0
720575940605557438,0.0,0.0,0.0,0.013395789146021925,-0.0039307240971873676,0.03407454397331436,0.0026343077807506033,0.03225838335918822,-0.009409526377153747,-0.006403389001678344,-9.635509192167449e-05,0.14615538919202056,-0.016325858989972047,0.007654777049349214,-0.022820861010361525,0.418395280516322,-0.029453721267302647,0.23248752689782087,-0.08304244629583224,0.669228647537376,-0.061403716190736445,0.5315133916740408,-0.17260792072548148,0.5848681906785564,-0.1436769120318842,0.6891522207563119,-0.20467650276620145,0.5998297878283894,-0.18076388555655792,0.7515257844098296,-0.19786782366212197,0.6644511328246474,-0.2035954909409194,0.7645761957972316,430988.0,168596.0,174800.0
