root_id,cell_type,x,y,z
720575940630371966,R1-6,806562,26.85,74.1
720575940638776127,R7,822152,39.24,297.4
720575940634963100,R1-6,865696,89.46,458.4
720575940606237798,R1-6,871000,455.88,281
720575940606421257,R7,837796,488.8,487.2
720575940623736344,R1-6,871016,94.81,243.7
720575940632050703,R1-6,826808,63.29,33.5
720575940606401507,R8,823956,21.96,348.5
720575940639743541,R1-6,871372,205.44,299.2
720575940611875170,R1-6,813006,41.47,5.3
720575940609497611,R8,840564,251.96,388.6
720575940634019027,R1-6,863684,39.16,414
720575940631486715,R1-6,816272,396.96,63.4
720575940621748929,R8,785984,313.76,144.2
720575940607937922,R1-6,875456,180.9,432
720575940626341680,R8,822124,39.48,317.2
720575940608087730,R1-6,866836,322.14,188.8
720575940639635901,R1-6,864288,72.97,291.8
720575940614780723,R1-6,879353.3333333334,192.80666666666656,405.6
720575940627070820,R1-6,861160,16.92,414.8
720575940627699608,R1-6,841156,47.18,173.6
720575940631635052,R7,827464,222.62,232.8
720575940638719578,R1-6,819760,165.6,63.2
720575940606451134,R1-6,837132,0.36,243.8
720575940642961805,R1-6,849860,220.68,25.4
720575940631160620,R1-6,818588,356.22,93.2
720575940624856573,R1-6,876544,155.26,261.2
720575940646985251,R1-6,870460,504.58,275.4
720575940623375325,R1-6,868996,370.54,396.8
720575940631014656,R1-6,870896,316.9,161.7
720575940613463318,R1-6,875884,416.7,391.4
720575940620941588,R1-6,869724,469.34,421.2
720575940623100766,R1-6,859128,142.54,464.2
720575940618781979,R1-6,864184,273.18,422.8
720575940618189713,R1-6,832940,314.56,96
720575940641939252,R1-6,871668,70.98,443.4
720575940637299342,R1-6,835024,411.8,55
720575940618794779,R1-6,813704,27.32,130.4
720575940630042011,R7,824168,265.96,287.4
720575940636548276,R1-6,800664,304.8,86.4
720575940614101731,R8,813914,397.15,216.2
720575940624634295,R1-6,865144,27.6,485.6
720575940618733313,R1-6,835746,139.15,91.9
720575940622807209,R1-6,825244,138.7,90.8
720575940620326104,R1-6,819856,7.32,112.4
720575940642990733,R1-6,859024,404.15,142.4
720575940618132692,R1-6,848360,428.4,144.2
720575940618352162,R1-6,869700,103.06,399.2
720575940622105008,R1-6,844960,193.36,104.2
720575940625506279,R1-6,801752,139.88,80.6
720575940609458953,R1-6,839048,111.1,80.4
720575940629726979,R1-6,856296,507.52,205.2
720575940610782276,R1-6,800432,506.54,23
720575940616875462,R1-6,846748,404.38,252.6
720575940630456190,R1-6,820036,381.1,121
720575940618713757,R1-6,816468,435.26,43.8
720575940619159837,R1-6,886348,304.2,386.2
720575940622678110,R7,826648,412.06,282.2
720575940628239162,R7,770316,298.18,93.6
720575940629690923,R1-6,865498,378.62,262.2
720575940624582919,R1-6,879604,365.88,357
720575940632991303,R1-6,845872,314.98,122.4
720575940618856987,R1-6,794048,508.7,71.6
720575940613192421,R1-6,812924,108.84,120.8
720575940610554722,R1-6,886548,215.2,180.8
720575940621937846,R1-6,862772,416.68,244
720575940645059784,R7,838388,212.42,350.8
720575940619326262,R7,833676,436.56,404.6
720575940628302858,R8,843836,388.32,329.8
720575940629166953,R8,823072,175.7,297.6
720575940639608390,R1-6,875176,390.72,298.5
720575940628481301,R1-6,860656,436.3,163
720575940628037714,R1-6,855904,463.22,213.6
720575940621482223,R1-6,801404,82.36,80.8
720575940621220523,R1-6,802112,465.9,35.4
720575940615246247,R1-6,811152,62.82,97.2
720575940635763866,R1-6,829044,169.34,17.6
720575940628853992,R1-6,856916,244.76,144.2
720575940630524663,R1-6,863316,476.38,268.4
720575940650492025,R1-6,836580,39.92,173.6
720575940621362113,R1-6,817942,464.83,39.9
720575940630758967,R1-6,854540,71.34,297.6
720575940624090762,R1-6,838072,156.36,178.2
720575940628813316,R8,837284,300.6,292.2
720575940633235148,R1-6,867556,273.74,422.8
720575940639629382,R1-6,866908,271.42,104.2
720575940631487739,R1-6,800408,447.76,64.2
720575940618714525,R1-6,806612,473.16,40
720575940624775753,R1-6,874396,488.92,350.6
720575940634355682,R7,837792,299.48,292.2
720575940623976653,R1-6,852524,155.89,168.6
720575940621614836,R1-6,867432,56.9,223.6
720575940631811791,R1-6,846892,171.1,170
720575940630695927,R1-6,803196,385.12,72.2
720575940631966159,R1-6,853856,97.76,201
720575940624090918,R7,835788,222.22,323.6
720575940633254431,R1-6,876452,263.32,396.4
720575940608943708,R7,836224,359.27,222.5
720575940641193168,R1-6,867736,479.12,334
720575940632280204,R1-6,810304,17.7,123.8
720575940626400304,R8,837762,393.41,139.7
720575940614299107,R7,763960,375.54,112.6
720575940621896374,R1-6,839164,61.56,173.6
720575940611739634,R1-6,829872,199.24,111.4
720575940638767450,R1-6,853224,294.38,220.2
720575940631710671,R8,829248,62.54,347.7
720575940616656326,R1-6,810268,357.92,100.6
720575940629425994,R8,814332,222.3,236.6
720575940625817102,R7,843344,56.98,314
720575940642439899,R8,759440,250.98,81.2
720575940647525940,R8,832724,172.3,297.6
720575940626449200,R1-6,877492,288.38,433.2
720575940617360982,R1-6,826136,57.6,73
720575940636250360,R1-6,855304,202.34,163.4
720575940631278444,R7,839508,137.7,298.6
720575940633941459,R1-6,841708,218.94,184.6
720575940625820308,R1-6,885436,211,413.2
720575940612931570,R1-6,798944,484.98,68
720575940613574553,R8,841014,335.98,233.9
720575940616351810,R1-6,815264,307.42,69
720575940624244420,R8,850008,380.88,80.6
720575940617660555,R1-6,838772,43.4,80.4
720575940616850188,R1-6,866104,459.56,178.4
720575940612768369,R8,851184,369.68,257
720575940630603255,R8,802896,131.8,228.2
720575940609502473,R1-6,881244,210.1,417.8
720575940633128356,R1-6,876936,367.84,241.2
720575940616052639,R1-6,851280,496.28,257.6
720575940622534527,R1-6,853680,378.9,44.2
720575940640864163,R1-6,815912,108.5,73.6
720575940605444576,R1-6,850492,486.86,350.6
720575940634045651,R1-6,812544,398.24,41
720575940626648869,R1-6,872384,177.26,389.2
720575940613547798,R1-6,803196,345.48,28.6
720575940643425992,R7,783572,309.16,120
720575940632471107,R1-6,872840,385.76,390.4
720575940629914115,R8,835764,486.16,232.2
720575940619804830,R1-6,845006,12.08,180
720575940635011740,R1-6,826920,235.74,46.1
720575940634809251,R1-6,866404,443.44,274.6
720575940615280638,R1-6,825750.6666666666,113.34,58.6
720575940645314596,R1-6,867692,282.6,422.8
720575940622984524,R1-6,858676,508.42,160.2
720575940631719365,R1-6,798596,442.4,69.8
720575940621690221,R1-6,830296,119.4,80.6
720575940611921762,R1-6,877044,230.64,368.2
720575940625015629,R1-6,810916,150.8,72.6
720575940616894651,R1-6,819728,475.38,61.8
720575940619446357,R1-6,820684,129.06,31.4
720575940639696829,R8,832184,157.96,296.4
720575940633211300,R1-6,868704,501.54,265
720575940636300651,R1-6,854544,495.26,350.6
720575940643125636,R1-6,833108,463.92,52.2
720575940616113414,R1-6,833332,35.26,187.4
720575940611258414,R1-6,835632,354.62,160.2
720575940634306274,R7,831648,118.72,304.6
720575940627769240,R1-6,837332,65.8,128.2
720575940622780442,R1-6,808960,478.42,94.2
720575940621566630,R7,842484,141.22,350.8
720575940632631097,R8,807232,365.78,80.6
720575940615280551,R8,819336,383.68,80.6
720575940631972293,R1-6,879508,345.36,403.9
720575940631952715,R8,839144,470.36,301.8
720575940628211258,R1-6,863336,289.76,139.2
720575940627925842,R7,816960,106.86,273.3
720575940621774433,R1-6,812270,214.22,80.7
720575940625383572,R8,841574,388.62,226.8
720575940611664850,R1-6,808276,508.68,14.6
720575940623029765,R1-6,815964,157.28,57.5
720575940615059974,R1-6,856788,13.5,245.4
720575940632476739,R1-6,866524,329.32,239.2
720575940633122607,R8,814940,139.96,427
720575940615463058,R1-6,819810,146.53,45.7
720575940614600755,R1-6,875716,206.94,322
720575940624971337,R7,836342,264.64,299.8
720575940606725054,R1-6,820088,351.62,93.2
720575940629708075,R1-6,842796,75.46,80.6
720575940632940847,R1-6,876808,299.48,447.6
720575940633161799,R8,749596,114.48,92.2
720575940633196964,R1-6,858540,502.37,305.4
720575940634729241,R1-6,794640,447.5,63
720575940623960063,R1-6,871284,46,384.6
720575940630219770,R1-6,817940,467.12,60.6
720575940609239051,R1-6,851020,25.24,281.4
720575940621129920,R1-6,818798,70.61,54.8
720575940623098326,R1-6,837660,487.76,103.4
720575940629738575,R1-6,813220,487.44,20
720575940615102375,R1-6,870104,70.28,297.6
720575940621569371,R1-6,830056,489.24,50
720575940620413400,R1-6,857004,238.82,213.2
720575940624017961,R1-6,849962,288.96,61.3
720575940628289553,R1-6,811976,159.2,35
720575940642123765,R1-6,844808,47.4,179.2
720575940614762035,R7,823224,366.28,244
720575940605663148,R1-6,873148,431.54,355
720575940627709565,R8,832312,337.46,402.8
720575940632113682,R7,825224,428.02,244.2
720575940625106615,R1-6,843140,253.38,143.6
720575940619728286,R1-6,840396,131.9,185.6
720575940632419395,R7,840332,211.96,297.6
720575940615339170,R1-6,837176,364.76,66
720575940639755317,R1-6,869220,479.3,224.8
720575940615074302,R1-6,845696,11.46,233.6
720575940606182246,R8,893648,465.92,349.6
720575940628248463,R1-6,810028,44.66,67.4
720575940621079431,R7,845464,122.74,297.6
720575940611969378,R1-6,875460,283.72,427.6
720575940638805732,R1-6,813012,41.36,62.6
720575940610806340,R1-6,849816,326.26,101.2
720575940626751781,R1-6,867388,312.02,446
720575940622821289,R1-6,806224,99.1,145
720575940612761713,R1-6,806808,333.02,79.2
720575940632266794,R7,807860,366.94,80.6
720575940610022357,R8,832464,161.26,297.6
720575940627786136,R1-6,856812,252.98,189.4
720575940619344453,R7,835120,7.38,75
720575940619674678,R1-6,870064,368.48,428.6
720575940616904635,R1-6,817800,361.1,121
720575940613073138,R1-6,889208,214.72,398.6
720575940625604284,R1-6,810144,24,79.2
720575940610232696,R1-6,831046.6666666666,98.58,112.06666666666665
720575940606618982,R1-6,846956,243.69,13.8
720575940618534434,R1-6,821598.6666666666,154.03333333333327,34.733333333333356
720575940630455934,R1-6,820472,374.86,121
720575940632491843,R1-6,812468,12.88,89
720575940638924521,R1-6,864816,439.68,256.2
720575940647698740,R1-6,868052,39.18,480.2
720575940609983189,R1-6,868984,132.56,365.6
720575940626628298,R1-6,813864,25.72,78.6
720575940622406271,R1-6,844880,458.98,40.4
720575940645443620,R1-6,830680,62.06,132
720575940628851176,R1-6,869304,329.26,194.2
720575940620476240,R1-6,871136,466.47,287.4
720575940621670509,R1-6,854812,352.02,147.2
720575940623826125,R1-6,804696,471.72,67.2
720575940624349636,R1-6,846068,76.9,222.6
720575940635075740,R7,817568,452.84,230
720575940626866020,R7,845032,292.9,297.6
720575940622255937,R7,819418,298.93,178.9
720575940637825648,R1-6,826872,351.2,102.4
720575940628986954,R7,830908,4.76,468.4
720575940640310077,R1-6,842812,402.9,56.2
720575940618675969,R1-6,805000,169.72,57.6
720575940609201163,R1-6,870020,171.2,258
720575940648618628,R8,843124,144.88,350.8
720575940626802238,R7,824752,490.62,244
720575940635677082,R1-6,867540,86.12,369.2
720575940639279686,R7,806768,268.22,81.2
720575940613514649,R7,799664,409.46,188.6
720575940630995200,R7,840040,3.62,297.6
720575940629578256,R1-6,814560,28.44,101.6
720575940629722896,R1-6,844468,508.14,92
720575940636160504,R8,839664,7.62,297.6
720575940609652747,R1-6,826150,15.77,56.1
720575940626335888,R1-6,822708,168.38,76.6
720575940627958936,R8,813524,336.36,181
720575940624151432,R7,846348,258.68,280.8
720575940613278194,R7,820032,20.9,263.4
720575940628333992,R8,842824,439.08,290.6
720575940625708732,R1-6,859596,314.2,231
720575940610887886,R1-6,841304,122.68,17.6
720575940634801844,R7,826292,120.2,297.6
720575940633292461,R8,805880,269.7,81.2
720575940624214566,R1-6,850916,252.1,132
720575940621748902,R1-6,840644,80.8,141
720575940609501451,R1-6,799592,484.54,22.4
720575940631524805,R8,888696,501.14,350.6
720575940623633165,R1-6,868784,186.32,440.8
720575940622900257,R8,833680,443.78,249.2
720575940623470038,R1-6,847656,318.88,194.8
720575940622515188,R1-6,833156,483.16,95.4
720575940608031154,R1-6,879084,368.42,365.2
720575940627469058,R8,838076,340.16,373.2
720575940614698536,R1-6,849216,218.66,25.4
720575940634346382,R1-6,857400,59.22,274.6
720575940627418457,R1-6,847824,209.28,162
720575940619907032,R8,843960,200.48,465.8
720575940624691125,R8,837996,406.58,205.8
720575940634301154,R8,828656,127.32,272.6
720575940632746296,R8,825892,264.4,272
720575940638847807,R1-6,844464,167.56,152
720575940632012363,R1-6,801920,27.44,94.6
720575940629941351,R1-6,861744,452.34,145.2
720575940625906983,R1-6,826468,37,97
720575940618018141,R1-6,860484,500.86,350.6
720575940631368441,R1-6,793476,487.86,51.8
720575940633553709,R1-6,837468,70.1,120.2
720575940626712869,R1-6,820872,142.98,106.2
720575940627752600,R1-6,826604,3.48,120.2
720575940626681744,R8,864602,419.95,238.1
720575940644819400,R1-6,867592,240.14,443
720575940631207276,R7,837608,362.4,417.2
720575940629880475,R1-6,809848,495.26,94.2
720575940618871197,R8,863656,239.56,330.8
720575940617053115,R8,804012,393.38,181
720575940626995033,R8,808936,141.76,26.2
720575940626800944,R8,807666,442.9,257.1
720575940628623108,R1-6,808812,396.82,16
720575940622943207,R7,827744,101.8,297.6
720575940636253176,R1-6,825136,364.7,96
720575940627726973,R1-6,821964,150.58,84.2
720575940613201075,R7,769120,10.14,158.8
720575940624156100,R1-6,860960,383.32,139
720575940624260134,R1-6,803868,392.9,36.6
720575940625986087,R8,782216,212.86,135.2
720575940625709582,R7,833944,347.24,320
720575940627216924,R1-6,840864,209.46,148.2
720575940632396875,R7,784176,391.8,156
720575940639440454,R1-6,810992,397.4,78.4
720575940628063613,R7,835320,364.74,313
720575940635324572,R8,830460,355.15,290.1
720575940618600349,R1-6,865408,331.68,425
720575940621109419,R1-6,863848,506.28,176
720575940619626806,R1-6,856984,503.02,350.6
720575940623894057,R7,837712,178.3,350.8
720575940630993623,R1-6,832160,246.26,51.6
720575940612696282,R8,794160,208.14,164.4
720575940621589357,R1-6,843044,345.98,65
720575940631557228,R8,834508,442.58,262.8
720575940631898575,R1-6,853060,348.42,156.2
720575940609153372,R1-6,819864,16.7,93.6
720575940631732687,R7,823808,176.06,297.6
720575940621313216,R1-6,892608,279.02,397
720575940635234400,R1-6,818388,26.78,141.6
720575940616016287,R7,825340,14.94,419.2
720575940623783960,R1-6,834590,314.4,43.1
720575940628038789,R1-6,820172,467.14,84.8
720575940632056079,R1-6,865672,36.38,262.6
720575940640135758,R1-6,802496,502.44,58.4
720575940624699901,R8,826672,54.76,80.4
720575940610079683,R1-6,820544,66.46,80.4
720575940627185436,R8,807896,342.26,197.2
720575940640866432,R1-6,847556,459.22,94.6
720575940639439174,R7,843330,174.63,457.9
720575940612797146,R1-6,876016,299.34,241
720575940633235537,R1-6,881416,310.54,337
720575940612982770,R8,821560,376.68,80.6
720575940616137322,R8,769884,14.86,158.8
720575940635374231,R7,834484,276.8,254
720575940630718976,R1-6,821536,20.03,153.1
720575940627852810,R1-6,862804,253.12,217
720575940608617429,R1-6,847680,430.58,68
720575940620878539,R7,828712,167.1,278
720575940641763981,R8,824256,42.9,294.6
720575940637806766,R7,791296,415.56,172.6
720575940627859337,R1-6,802200,273.72,88.2
720575940625258640,R1-6,834892,36.42,204
720575940625203720,R1-6,818536,208.9,103.2
720575940616112543,R8,822660,102.24,322
720575940621958576,R1-6,807080,40.22,62.2
720575940615816671,R1-6,880164,402.28,311.4
720575940608998236,R1-6,867856,44.22,340.2
720575940616763698,R1-6,808592,132.92,58.7
720575940621482177,R1-6,827340,294.38,65.8
720575940628572420,R1-6,816012,64.08,125.6
720575940629043708,R8,830496,140.12,329
720575940630002791,R1-6,806684,287.04,30.8
720575940627301032,R1-6,861996,131.66,239.2
720575940627180290,R8,842936,243.72,184.6
720575940625724174,R1-6,836220,482.18,28.5
720575940628746312,R8,824076,464.1,263
720575940622294221,R8,843760,379.52,254
720575940618875549,R8,814616,439.54,233
720575940630958652,R1-6,864656,275.04,253.4
720575940624349674,R7,839284,43.54,481.4
720575940618991685,R1-6,868920,175.72,472
720575940617529629,R1-6,811420,144.9,34.6
720575940614654248,R1-6,800124,383.22,13.2
720575940627913609,R1-6,823380,92.25,53.2
720575940615463422,R1-6,860160,195.74,292.8
720575940609408836,R1-6,826044,137.24,140.8
720575940633463085,R1-6,871856,393.2,330.4
720575940624639978,R8,884304,370.32,297.6
720575940628445973,R1-6,831100,249.88,116
720575940616805644,R1-6,882060,289.04,343.4
720575940625627379,R1-6,859268,474.04,152.2
720575940642191323,R1-6,874388,184.74,350.6
720575940613782294,R7,843668,187.76,350.6
720575940613598322,R1-6,825992,222.74,53
720575940631213686,R1-6,835324,66.08,80.4
720575940621836897,R1-6,862896,41.4,491.6
720575940620102193,R1-6,859596,447.4,310.4
720575940624456388,R1-6,863224,430.78,150.8
720575940624686855,R1-6,808316,91.42,80.6
720575940629213801,R1-6,811920,316.04,37.8
720575940617885243,R1-6,803240,15.74,106.4
720575940625634748,R1-6,855632,372.02,181.6
720575940612709489,R1-6,809596,429.66,72.6
720575940637087095,R1-6,817084,181.2,112.4
720575940620772437,R1-6,805516,500.22,76.8
720575940628642044,R8,840248,113.38,354.6
720575940619802166,R1-6,850880,282.58,154.6
720575940626426701,R8,822640,344.2,246.4
720575940611986602,R1-6,828672,102.66,98.8
720575940640040270,R1-6,844964,287.8,142
720575940633668179,R1-6,841148,39.9,204.6
720575940626097241,R1-6,877780,480.98,183.2
720575940619742878,R1-6,861576,441.45,185.7
720575940609209180,R7,827112,259.16,81
720575940629948519,R1-6,818852,48.74,119
720575940637443214,R1-6,806892,405.62,61.8
720575940624192550,R1-6,872588,318.12,452.4
720575940640344629,R1-6,805668,462.25,77
720575940616850444,R1-6,858592,481.26,193
720575940623749645,R1-6,852876,285.62,154.4
720575940627229461,R1-6,878128,458.08,290.4
720575940660931713,R7,841364,179.16,406.2
720575940618682964,R1-6,856544,16.74,452
720575940624375274,R1-6,850312,218.96,168.8
720575940619277120,R1-6,812904,19.2,130.6
720575940627211522,R8,849920,343.18,297.6
720575940627418969,R1-6,847744,317.22,82
720575940639939261,R1-6,850348,366.32,142
720575940619064389,R1-6,867308,307.16,436.6
720575940630718464,R1-6,814608,240.84,125.8
720575940629380201,R1-6,874012,44.98,443.6
720575940611491960,R1-6,806420,90.72,85.4
720575940616412127,R1-6,872676,168.8,336
720575940613826019,R1-6,829372,47.28,65.2
720575940627866245,R1-6,871400,452.14,268.8
720575940642000692,R1-6,875684,199.66,481.2
720575940622088112,R1-6,855309.3333333334,42.946666666666715,227.46666666666664
720575940632433219,R1-6,860200,467.56,350.6
720575940616297119,R1-6,811980,504.16,21.4
720575940628382376,R1-6,855132,131.12,164.8
720575940618185105,R1-6,870160,474.7066666666666,251.66666666666663
720575940625662707,R1-6,836516,182.14,120.2
720575940628799050,R1-6,860484,25.82,223.8
720575940617804427,R1-6,867708,384.04,425.2
720575940618485945,R8,823148,34.18,292
720575940616839180,R1-6,805484,420.28,19.2
720575940607909554,R8,823460,133.78,290.4
720575940619751734,R1-6,822208,372.46,93.2
720575940617528662,R1-6,878552,247.3,446.2
720575940621853701,R1-6,865612,75.48,186
720575940633678756,R1-6,829620,105.7,60.3
720575940621974710,R1-6,845368,240,143.6
720575940623649379,R1-6,816268,45.1,122.4
720575940644366240,R1-6,835436,43.36,212.4
720575940630043495,R1-6,858184,452.3,139.8
720575940618773531,R1-6,839212,384,50
720575940644792264,R1-6,844660,68.92,222.6
720575940625750164,R7,798960,51.06,228.8
720575940630784000,R1-6,854956,483.68,227.4
720575940632482105,R8,836184,425.42,286.4
720575940628390404,R8,740908,103.52,169
720575940619745438,R1-6,852014,346.78,72
720575940630238567,R8,838460,363.58,404.6
720575940624483475,R7,842008,284,276.5
720575940629373995,R1-6,867572,458.6,285
720575940627826057,R1-6,871976,397.92,423.4
720575940609229835,R1-6,860336,83.7,268.6
720575940629542928,R7,829032,243.08,314.8
720575940611480696,R1-6,801628,467.56,67.2
720575940631050204,R1-6,812736,93.58,80.6
720575940640579124,R1-6,877686,166.94,320.1
720575940621283675,R1-6,881172,325.28,280.8
720575940632812615,R1-6,871036,368.7,384.2
720575940646200686,R1-6,812976,141.68,56
720575940613619353,R1-6,840404,254.86,142.2
720575940625775655,R1-6,854080,376.64,173.6
720575940621680481,R8,780816,480.86,166.2
720575940620728405,R1-6,875984,402.94,403.4
720575940639403317,R1-6,881156,284.26,319.2
720575940640910464,R1-6,855240,31.34,216.2
720575940622366704,R7,833072,24.8,470.4
720575940633101260,R7,837904,72.28,356.6
720575940613895395,R1-6,852476,224.18,164.8
720575940628437562,R1-6,872852,393.72,274.2
720575940637330574,R1-6,846072,178.92,133.8
720575940650505081,R8,830876,400.06,206.8
720575940637042533,R8,826924,143.88,281.3
720575940621832801,R1-6,823056,160,55.6
720575940612696177,R1-6,871816,379.82,216.2
720575940625812408,R7,818184,67.6,307.2
720575940628970183,R1-6,863120,348.32,240.6
720575940617999931,R8,810878,504.26,216.3
720575940631380086,R1-6,845016,56.46,210.8
720575940605822176,R8,835400,353.24,332.8
720575940628396049,R1-6,865728,3.06,432.8
720575940623123532,R1-6,845752,193.26,171
720575940618878747,R1-6,859768,486.86,152.6
720575940625853479,R1-6,853820,377.68,161.4
720575940622760798,R1-6,849000,192.26,189.2
720575940644545952,R1-6,868224,397.76,191.4
720575940621949249,R1-6,834340,169.58,116.6
720575940616853947,R1-6,818540,7.06,76.8
720575940624073510,R8,845744,170.28,348.4
720575940607647433,R1-6,855180,472.62,127.6
720575940624286698,R8,823444,159.08,297.4
720575940640419133,R1-6,867356,98.76,248.8
720575940642206683,R1-6,836732,91.4,80.4
720575940638214878,R8,827000,376.76,252.2
720575940618455074,R8,827768,380.98,283.4
720575940630420727,R1-6,873960,456.52,296.2
720575940636344056,R1-6,853704,362.71,174.5
720575940624028515,R8,858428,400.02,80.6
720575940639370310,R1-6,805562,222.54,68.5
720575940609630987,R1-6,841860,487.2,84.4
720575940642117621,R1-6,854504,252.42,135.2
720575940628426257,R7,822704,57.86,271.8
720575940625877762,R1-6,814944,151.44,109.2
720575940618576866,R1-6,845876,506.16,109.6
720575940638875967,R1-6,808638,21.98,109.6
720575940625165897,R8,833768,292.76,306.2
720575940615781179,R7,820888,98.56,299.2
720575940623796041,R1-6,868458,142.99,198.8
720575940629612075,R8,833816,276,254
720575940620718727,R8,819284,438.4,242.2
720575940629012732,R7,831632,304.92,370.4
720575940659627649,R1-6,864144,159.64,177.8
720575940625170155,R1-6,840264,414.12,64.2
720575940618574493,R8,763878.6666666666,458.45333333333343,139
720575940614921523,R1-6,864880,374.98,215.2
720575940638280414,R1-6,803836,244.24,23
720575940626896528,R1-6,799952,292.68,89.2
720575940633358796,R1-6,834200,368.24,2.6
720575940622940492,R1-6,849384,52.48,272.2
720575940640432755,R1-6,843720,301.96,146.2
720575940614750127,R1-6,817284,180.64,79
720575940626044348,R8,818732,62.2,297.4
720575940631908114,R1-6,845876,27.04,278.4
720575940612091342,R1-6,811784,175.52,50.8
720575940621670235,R1-6,845320,296.26,122.2
720575940627785597,R1-6,853060,311.5,112.6
720575940629544195,R8,827936,93.5,297.2
720575940627912884,R1-6,880780,301.68,437
720575940609853653,R1-6,866112,410.96,172.4
720575940605869228,R1-6,814908,70.52,127.8
720575940623289565,R1-6,817524,188.71,20.3
720575940609059164,R1-6,802332,98.76,80.6
720575940630671932,R1-6,850120,0.8,268
720575940634328290,R7,816900,489.44,263
720575940633974483,R1-6,844320,68.4,80.4
720575940623123881,R7,822552,299.9,297.1
720575940631182807,R1-6,865484,304.14,451
720575940607977858,R1-6,804452,283.1,37.8
720575940611293230,R1-6,858020,504.58,185.2
720575940622245759,R1-6,888688,469.04,230.6
720575940613206169,R1-6,859704,70.58,472.2
720575940607965570,R1-6,823696,160,81.4
720575940627730584,R1-6,867904,498.02,331.6
720575940634840857,R1-6,882156,369.58,339.8
720575940635005347,R1-6,871076,443.6,210.8
720575940629040134,R1-6,865280,360.7,161.8
720575940625299947,R1-6,854888,112.66,188.2
720575940612863450,R1-6,837936,323.58,121.6
720575940621728865,R1-6,817964,375.94,121
720575940648335748,R8,839396,369.26,234.4
720575940624937707,R1-6,861924,8.58,277.4
720575940620159192,R1-6,867868,488.48,270.8
720575940624795829,R8,847644,326.4,335.6
720575940621545819,R7,796312,496.37,209.9
720575940623258845,R1-6,841612,89.08,149.2
720575940631290063,R1-6,865872,163.02,475.4
720575940613305829,R1-6,816768,195.08,59.2
720575940626039373,R1-6,844428,413.5,72.2
720575940640499315,R1-6,826336,160.18,81.4
720575940628905379,R1-6,865024,362.64,224.6
720575940612989170,R1-6,818656,493.76,94
720575940615939178,R1-6,823968,341.1,110
720575940622044336,R1-6,824840,476.28,34.8
720575940632318250,R1-6,812392,408.09,30.6
720575940611527800,R1-6,843648,399.52,79.2
720575940631228665,R7,781412,294.24,123.4
720575940627720329,R1-6,877216,445.76,372.2
720575940624260390,R7,816676,475.48,215
720575940614937666,R8,830236,147.88,297.4
720575940619821470,R1-6,875460,439.44,405.6
720575940628733205,R1-6,815170,291.76,43.1
720575940626891838,R1-6,808504,170.2,50.2
720575940616093855,R7,819120,198.78,160.8
720575940606313918,R1-6,869444,116.12,307.6
720575940614704424,R1-6,867120,89.78,478.4
720575940626711226,R1-6,812152,229.88,125.8
720575940612747889,R1-6,864048,473.72,310.4
720575940618266001,R1-6,823466,177.25,78.1
720575940632038219,R1-6,810872,119.22,80.6
720575940612489365,R1-6,851840,272.84,37
720575940637374606,R1-6,848284,461.62,127.6
720575940613064434,R1-6,881216,191,433.2
720575940638645823,R1-6,854120,146.52,202.6
720575940608918108,R8,834996,498.88,282.6
720575940632101906,R1-6,819600,471.86,21.4
720575940614661416,R1-6,844916,82.1,215.8
720575940628463176,R1-6,844740,3.6,193
720575940621543083,R8,843552,314.55,258.3
720575940618179165,R1-6,872064,306.42,395.6
720575940615352482,R1-6,800308,73.08,80.6
720575940622889310,R1-6,855728,489.54,127.6
720575940615858143,R1-6,864944,468.36,260.6
720575940624447722,R1-6,816572,416.42,71.4
720575940627243609,R1-6,866332,429.38,349.6
720575940622614260,R7,827700,417.86,293
720575940627134210,R1-6,804300,92.06,145
720575940628849404,R1-6,797932,429.58,1.6
720575940621324564,R8,756792,229.24,174.2
720575940618712660,R1-6,877516,200.44,465.8
720575940624103209,R1-6,812892,421.8,24.2
720575940635434943,R1-6,870468,421.08,393
720575940640026165,R1-6,798528,385.2,70.1
720575940612969139,R1-6,868758,415.49,390.4
720575940629213127,R8,836408,384.89,325.5
720575940623891917,R1-6,825500,359.04,37.8
720575940632504680,R1-6,818344,367.9,93.2
720575940616898098,R1-6,819408,73.5,141.4
720575940640255139,R1-6,857040,14.54,298.6
720575940620697941,R1-6,819384,482.84,47.8
720575940626530704,R1-6,836212,246.1,11
720575940625492455,R1-6,859588,292.16,142.8
720575940638837338,R1-6,873956,120.36,466.2
720575940624569066,R1-6,873224,298.58,257
720575940640396861,R1-6,865376,252.44,425
720575940615424674,R1-6,834916,309.74,121.6
720575940621187265,R1-6,864840,92.2,291.4
720575940630589378,R1-6,831132,80.82666666666671,95.2
720575940639215686,R1-6,871852,250.06,276.8
720575940619768734,R1-6,859672,5.38,338.6
720575940648565892,R7,779508,72.5,145
720575940631547991,R8,827364,313.4,81
720575940622628852,R1-6,851584,302.96,127
720575940622594586,R1-6,852668,54.54,290.6
720575940640681816,R1-6,824672,199.22,45
720575940623924248,R1-6,879684,377.48,279
720575940632922951,R1-6,821272,497.32,39.2
720575940619839646,R1-6,875744,164.14,499.4
720575940630825772,R1-6,811637.3333333334,45.446666666666715,51.4
720575940645689892,R7,819772,62.04,297.4
720575940624147396,R1-6,843736,382.84,105.8
720575940606684593,R1-6,825972,35.1,102
