root_id,cell_type,x,y,z,PC1,PC2,x_axis,y_axis
720575940615853162,R1-6,245552,265640,135240,-287.9947033448403,80.01745969489542,361.8223729581393,477.89646454595487
720575940615828330,R1-6,173608,309584,150280,-370.3869997627422,-33.80820493540088,221.2061870715866,283.63399691024915
720575940622510320,R1-6,166388,231084,173400,-226.48813085399036,-117.81975229032182,466.7935900091898,140.25428942451742
720575940627351641,R1-6,207300,373384,122880,-488.1601752565383,88.35989245442042,20.206634228841285,492.1342164555442
720575940645871895,R1-6,163428,323837.3333333333,149173.33333333334,-395.7520216708283,-39.38764394547758,177.91654968178636,274.1117543330516
720575940619271749,R1-6,164716,305556,162240,-370.1784168337132,-79.53767047128156,221.56216860379615,205.58904239567948
720575940627963146,R1-6,167544,362040,140720,-468.5234075973227,-6.4746999144154245,53.720051033902564,330.283178812731
720575940617826363,R1-6,141192,341772,155200,-431.4994255809405,-78.45112414814793,116.9076470085282,207.44341478716086
720575940622581281,R1-6,159752,289892,155920,-330.3866262962147,-66.31003097070808,289.473491121127,228.16421380999154
720575940641054592,R8,200360,284980,195240,-368.7571601649061,-146.91008957446934,223.9877799852269,90.60678045957233
720575940636153195,R8,210004,206988,200880,-215.21758847358322,-160.67595648073143,486.0286490050847,67.11303427288503
720575940625825357,R1-6,129108,276884,183840,-319.3423419451846,-183.12277353475739,308.32240308021824,28.80379983401406
720575940622911521,R1-6,157704,236564,177640,-239.01059317099242,-138.9693846383268,445.42192098817293,104.15891688392226
720575940616874523,R1-6,197204,319464,133200,-382.64155878207583,42.59841654428169,200.29173967859057,414.03463090224074
720575940620633509,R1-6,133984,300772,171760,-359.3630874823275,-139.4615634625477,240.02033069682773,103.31893169058526
720575940636318900,R7,159188,237184,182200,-244.9208417617274,-151.41555634233447,435.3350967266519,82.91745050908251
720575940623289053,R1-6,157236,354576,151600,-459.7637960800284,-50.5641869378305,68.66978802341822,255.03712095943595
720575940611830738,R1-6,181192,318104,142240,-383.07836170288715,-1.0277439529915569,199.54626269373927,339.5793169868944
720575940620375089,R8,196840,284668,163880,-338.3897906564398,-54.39501092118596,275.8147572796761,248.49918136117597
720575940653223158,R8,251592,310476,158480,-404.04545150742916,18.305082381800986,163.76242942732088,372.57400726494035
720575940628920049,R1-6,108920,318080,181320,-396.15405701270424,-192.19015220626588,177.23040936498475,13.328806901306233
720575940613480470,R1-6,118172,355568,161480,-458.65309069978423,-119.38632031427065,70.56539187236825,137.5806799969781
720575940633592268,R7,145104,296600,181000,-362.6155711620178,-157.07528634791214,234.469425216823,73.25817796622995
720575940631304389,R1-6,132996,324404,166040,-402.8288057310817,-121.09538871782001,165.83883821895395,134.66386992158718
720575940612189390,R1-6,156444,240032,176920,-245.15038588694398,-137.74288580552525,434.9433414196156,106.25214155857024
720575940628182866,R1-6,218236,332924,132400,-416.3774204646405,66.89755426194495,142.71586907368018,455.50515927371936
720575940632090383,R1-6,147684,366480,144440,-474.92906218856723,-37.169404385154905,42.787733864845265,277.89754984933563
720575940618963796,R1-6,161526,347396,147900,-442.83911939616735,-35.54671260624525,97.5545695638744,280.6669438186748
720575940612850545,R1-6,212848,311416,131040,-368.8644505871149,64.06620166541163,223.80467099799057,450.6729841756359
720575940632118802,R1-6,210184,350676,127000,-445.74119173035325,76.84008482402851,92.60169944686379,472.473744766342
720575940622521377,R1-6,140476,307388,166120,-369.9569008479245,-115.25744736656696,221.94022255287555,144.62728982772572
720575940605966764,R1-6,230848,290788,140040,-339.92681866829946,52.719987409183716,273.19156280610224,431.30877851167355
720575940634239458,R1-6,128504,282224,171680,-319.1264519071665,-146.07403756414126,308.6908554117692,92.0336425571989
720575940620527440,R1-6,107416,346456,170400,-444.54814385851074,-158.04525287567668,94.637834481475,71.6027684255118
720575940622889989,R1-6,220266,282452,136580,-316.1856351220781,52.19978841903351,313.70984939165334,430.4209722351505
720575940628208145,R1-6,182576,220268,163960,-200.4974829525067,-73.73731063644303,511.15096242772194,215.48832318047056
720575940613138329,R1-6,97316,359808,173880,-472.2557396591179,-177.65930884365756,47.350204315105415,38.12811290682444
720575940624407078,R1-6,139756,254878,190720,-283.3196049826356,-195.35796176055828,369.8012074963019,7.922411928647198
720575940633199953,R1-6,135456,285862,171820,-328.96512610513656,-139.3432444286489,291.8995181139003,103.52086284177257
720575940627728650,R1-6,133716,307688,167600,-369.82108768190983,-126.45373145248092,222.1720103562072,125.5189649877659
720575940633284300,R8,252368,314360,164880,-418.1812698039,-0.22277690528395055,139.63729953467728,340.9531274149821
720575940635666283,R1-6,115604,327036,173840,-409.979735024705,-161.98100832958733,153.6345855578368,64.88574578417096
720575940607722185,R7,242692,338968,182320,-482.09882627257866,-61.29031414450267,30.55133649479908,236.73119719338212
720575940625596308,R1-6,186784,292856,140240,-330.6522765752462,8.673844413962854,289.0201146449131,356.1366944664966
720575940613737330,R7,201660,294420,184360,-378.80368373018143,-111.57951833584812,206.84171310049035,150.90428870681922
720575940617113787,R1-6,133268,296044,173280,-350.72483345015706,-145.19005481238116,254.76295091173193,93.54230645353614
