root_id,cell_type,index_id,x,y,z
720575940613317738,KCab,16451,426604.0,164248.0,174800.0
720575940633340953,others,108609,414805.6,317000.8,163048.0
720575940620123527,others,40665,400200.0,103776.0,173480.0
720575940614793026,Unknown,20954,420600.0,167708.0,174800.0
720575940631153194,others,99337,418108.0,309796.0,160760.0
720575940605739721,others,2107,437400.0,331784.0,168080.0
720575940610885330,Unknown,9716,431360.0,156392.0,174800.0
720575940609171576,KCapbp-m,6758,425060.0,163512.0,174800.0
720575940625871741,KCapbp-m,71318,423340.0,168332.0,174800.0
720575940621716067,KCapbp-ap2,49282,439476.0,166064.0,174800.0
720575940618696989,others,35059,407456.0,314732.8,162352.0
720575940644306592,others,128761,430850.6666666667,230669.3333333333,170673.33333333334
720575940619835733,KCapbp-m,39323,441416.0,163580.0,174800.0
720575940629320490,others,90073,449348.0,109440.0,161840.0
720575940609378424,Unknown,7122,437248.0,170148.0,174800.0
720575940616504977,others,26651,413795.2,307209.6,171904.0
720575940639980277,KCapbp-ap1,124229,421960.0,166512.0,174800.0
720575940618953300,Unknown,36033,441056.0,86144.0,164200.0
720575940626825360,Unknown,76108,439852.0,91361.33333333331,165240.0
720575940622971141,CB3828,56144,406624.0,307968.0,174960.0
720575940619274456,KCapbp-m,37274,430540.0,169108.0,174800.0
720575940615330098,others,22706,443437.3333333333,101729.33333333331,171760.0
720575940629481935,KCapbp-m,90873,423328.0,168840.0,174800.0
720575940640158939,Unknown,124619,420044.0,163392.0,174800.0
720575940626296339,others,73382,438004.0,337634.0,162460.0
720575940639905232,KCapbp-m,124081,426496.0,162648.0,174800.0
720575940609180611,Unknown,6767,426968.0,127786.0,168480.0
720575940617942326,Unknown,31884,438296.0,169784.0,174800.0
720575940625909991,Unknown,71518,447790.0,103514.0,171660.0
720575940604249790,Unknown,543,420120.0,164316.0,174800.0
720575940632045839,others,103391,427264.0,316672.0,168720.0
720575940632410898,others,104965,432149.3333333333,100332.0,161680.0
720575940627410770,Unknown,79752,405490.0,112860.0,166600.0
720575940615847005,Unknown,24364,438840.0,167500.0,174800.0
720575940627252267,KCab,78779,425036.0,164284.0,174800.0
720575940630060539,Unknown,93766,421556.0,165332.0,174800.0
720575940643128356,KCab,127861,433500.0,162444.0,174800.0
720575940635565943,others,114436,413800.0,211680.0,167040.0
720575940620467836,Unknown,42245,430632.0,164152.0,174800.0
720575940626191108,KCab,72898,433172.0,161260.0,174800.0
720575940621922654,Unknown,50432,439480.0,166400.0,174800.0
720575940612894578,Unknown,15116,440516.0,143540.0,174640.0
720575940622771338,Unknown,55110,435900.0,170304.0,174800.0
720575940623370421,others,58465,401152.0,120245.33333333331,168946.66666666666
720575940620589677,KCab,42891,427540.0,170208.0,174800.0
720575940628934915,others,88194,405530.0,131134.0,172860.0
720575940610983082,others,9948,431864.0,107472.0,174560.0
720575940609676100,Unknown,7566,436068.0,165972.0,174800.0
720575940634069914,others,110713,430808.0,107676.0,174560.0
720575940636124596,Unknown,115809,435501.0,195867.0,166910.0
720575940607689394,others,4785,417974.0,238038.0,168880.0
720575940628424527,KCapbp-m,85488,427256.0,162336.0,174800.0
720575940634000979,others,110579,444518.0,258374.0,162580.0
720575940632918041,others,107125,418096.0,87608.0,169160.0
720575940623419389,KCab,58722,436512.0,160140.0,174800.0
720575940631837507,Unknown,102458,448132.0,110268.0,162040.0
720575940633676569,KCab,109634,436000.0,161276.0,174800.0
720575940620475630,KCapbp-m,42286,430220.0,161124.0,174800.0
720575940605104049,others,1288,423200.0,130068.0,165980.0
720575940625259038,others,68354,447956.0,97628.0,167880.0
720575940622175114,others,51825,418972.0,176250.0,169540.0
720575940621071017,others,45655,430548.0,328344.0,160140.0
720575940632034700,Unknown,103345,424736.0,169744.0,174800.0
720575940620677302,Unknown,43413,440262.0,292644.0,172840.0
720575940636037604,others,115620,432220.0,108300.0,174560.0
720575940621936362,Unknown,50497,419152.0,166148.0,174800.0
720575940622403030,KCapbp-m,53178,432028.0,168792.0,174800.0
720575940624307658,others,63571,429822.0,121904.0,168320.0
720575940632950241,KCapbp-ap2,107230,424228.0,163592.0,174800.0
720575940642449909,others,127377,442330.0,313436.0,174320.0
720575940617574229,others,30428,433950.0,217226.0,172780.0
720575940617035521,Unknown,28486,420868.0,167132.0,174800.0
720575940630114524,others,93999,449972.0,105940.0,161840.0
720575940659437185,Unknown,133749,419600.0,130294.0,174620.0
720575940625004034,others,67123,425875.2,327238.4,169128.0
720575940626741379,others,75630,435365.3333333333,161878.0,167340.0
720575940614393250,KCab,19618,424528.0,168872.0,174800.0
720575940620382317,KCapbp-m,41849,424536.0,169520.0,174800.0
720575940651014390,others,132596,446304.0,89888.0,171960.0
720575940623434535,others,58814,430464.0,107788.0,174560.0
720575940626999882,KCapbp-ap2,77153,422776.0,166740.0,174800.0
720575940611261170,Unknown,10564,448486.6666666667,94358.66666666669,163960.0
720575940629119737,Unknown,89109,431368.0,173664.0,174800.0
720575940619003051,KCab,36242,434884.0,160308.0,174800.0
720575940637281395,others,118245,433398.0,233468.0,174080.0
720575940611473587,KCab,11031,425072.0,165372.0,174800.0
720575940627604674,others,80807,432340.0,108080.0,174560.0
720575940629000783,others,88519,401248.0,305404.0,167240.0
720575940622307051,KCapbp-ap1,52603,431424.0,159588.0,174800.0
720575940620305502,KCapbp-ap1,41491,425784.0,160344.0,174800.0
720575940639479168,others,123130,436236.0,334342.0,162620.0
720575940631379783,Unknown,100476,442080.0,162868.0,174800.0
720575940636644600,others,116914,405176.0,135854.0,170740.0
720575940635576767,others,114466,402867.2,312044.8,168616.0
720575940622017148,Unknown,50893,422036.0,170664.0,174800.0
720575940616309563,Unknown,25987,429660.0,157700.0,174800.0
720575940625187586,KCapbp-ap2,68118,434356.0,158504.0,174800.0
720575940627857384,Unknown,82200,434256.0,154476.0,174800.0
720575940606663881,Unknown,3483,446925.3333333333,303016.0,160506.66666666666
720575940631741032,KCapbp-m,102118,423308.0,168028.0,174800.0
720575940617216379,Unknown,29086,437854.0,101064.0,164620.0
720575940610476506,KCab,8928,438436.0,160560.0,174800.0
720575940614046395,others,18540,440678.0,339204.0,161620.0
720575940645993348,KCapbp-ap1,130494,441900.0,156796.0,174800.0
720575940618849877,others,35644,411134.0,93700.0,167600.0
720575940608525763,Unknown,5894,428588.0,171780.0,174800.0
720575940622950143,Unknown,56050,408774.0,108269.0,173880.0
720575940624060048,KCab,62146,425776.0,168056.0,174800.0
720575940644819223,Unknown,129318,423800.0,167332.0,174800.0
720575940616654166,KCab,27153,440912.0,161784.0,174800.0
720575940615251003,others,22459,416796.0,100936.0,161520.0
720575940617477022,others,30053,436534.0,334996.0,160620.0
720575940621167030,Unknown,46208,437364.0,155396.0,174800.0
720575940614562098,Unknown,20090,437448.0,164100.0,174800.0
720575940638469190,KCab,120878,425750.0,167960.0,160480.0
720575940625903626,Unknown,71482,433260.0,167636.0,174800.0
720575940638627038,Unknown,121236,435084.5714285714,195369.14285714287,174777.14285714287
720575940647434372,Unknown,131505,419236.0,219092.0,174373.33333333334
720575940616934045,others,28090,406340.0,118914.0,166940.0
720575940627581700,KCab,80705,436288.0,162772.0,174800.0
720575940614371986,Unknown,19535,422948.0,172012.0,174800.0
720575940620192677,Unknown,40992,433530.6666666667,247165.3333333333,170266.66666666666
720575940621444777,Unknown,47719,435556.0,154348.0,174800.0
720575940659879041,Unknown,133822,425700.0,171956.0,174800.0
720575940629675595,KCab,91799,436700.0,159296.0,174800.0
720575940623767991,Unknown,60544,428732.0,156620.0,174800.0
720575940619675200,others,38649,445234.0,219546.0,173860.0
720575940610311025,Unknown,8625,404448.0,294560.0,171920.0
720575940626371842,Unknown,73752,435960.0,154516.0,174800.0
720575940613665682,others,17543,443288.0,88888.0,174560.0
720575940630497142,Unknown,95871,424500.0,171124.0,174800.0
720575940629984579,KCab,93381,424204.0,168848.0,174800.0
720575940612797480,KCapbp-m,14803,425748.0,163332.0,174800.0
720575940616298816,Unknown,25944,427988.0,219664.0,160120.0
720575940611734370,Unknown,11714,433328.0,258673.3333333333,173693.33333333334
720575940620612590,Unknown,43038,428096.0,158188.0,174800.0
720575940625059917,KCab,67478,428728.0,163044.0,174800.0
720575940617271365,others,29260,406198.0,99018.0,169180.0
720575940620355934,KCapbp-ap2,41749,422200.0,166660.0,174800.0
720575940626092302,others,72461,426228.0,310834.6666666667,168313.33333333334
720575940623859127,Unknown,60993,420732.0,169528.0,174800.0
720575940630003195,others,93464,407500.0,137168.0,161040.0
720575940626468629,KCapbp-m,74225,434088.0,169484.0,174800.0
720575940617047297,others,28544,424644.0,119656.0,170440.0
720575940618861504,KCab,35688,428024.0,166552.0,174800.0
720575940631934348,Unknown,102852,424680.0,160884.0,174800.0
720575940629676363,Unknown,91803,420520.0,168516.0,174800.0
720575940610961506,others,9895,438686.0,89490.0,174060.0
720575940623781965,KCab,60612,423740.0,165548.0,174800.0
720575940621832942,others,50002,427502.0,131426.0,167540.0
720575940623336316,Unknown,58276,410306.6666666667,189414.66666666663,171106.66666666666
720575940607685571,KCab,4779,431840.0,162640.0,174800.0
720575940628411002,Unknown,85406,431072.0,163544.0,174800.0
720575940631840568,Unknown,102470,431372.0,172392.0,174800.0
720575940607038386,Unknown,4006,429848.0,174040.0,174800.0
720575940619452795,Unknown,37865,407680.0,291648.0,173560.0
720575940625605257,Unknown,69984,423484.0,166404.0,174800.0
720575940619949040,Unknown,39821,423520.0,172392.0,174800.0
720575940627805928,Unknown,81924,430056.0,163540.0,174800.0
720575940627594568,Unknown,80769,436126.0,138894.0,163800.0
720575940630578247,KCapbp-ap2,96279,431912.0,169760.0,174800.0
720575940627935996,Unknown,82641,429508.0,171676.0,174800.0
720575940624746510,Unknown,65752,413702.6666666667,191398.66666666663,168786.66666666666
720575940617854036,Unknown,31535,431308.0,173220.0,174800.0
720575940623773171,others,60562,413158.0,92526.0,170500.0
720575940643380759,KCab,128028,439084.0,161892.0,174800.0
720575940627969786,KCab,82841,439964.0,159384.0,174800.0
720575940627099338,others,77785,440152.0,331724.0,162860.0
720575940623462072,Unknown,59001,431844.0,172872.0,174800.0
720575940626073637,others,72352,408754.6666666667,311182.0,171766.66666666666
720575940627564616,KCab,80628,440556.0,159868.0,174800.0
720575940625748510,KCapbp-ap2,70685,427964.0,170312.0,174800.0
720575940621001712,others,45286,449674.0,207986.0,173760.0
720575940621000180,Unknown,45281,422552.0,171096.0,174800.0
720575940618963732,others,36067,416019.2,314300.8,169376.0
720575940635397880,KCapbp-ap1,114015,439072.0,166368.0,174800.0
720575940626952537,others,76873,408288.0,305056.0,173960.0
720575940630887737,Unknown,97934,447840.0,94880.0,172680.0
720575940634244788,KCapbp-ap1,111120,423008.0,164480.0,174800.0
720575940632758041,KCapbp-m,106455,427036.0,170520.0,174800.0
720575940640052621,others,124385,449224.0,110436.0,161840.0
720575940625069968,others,67539,442756.0,96572.0,162020.0
720575940618786798,others,35436,447332.0,329784.0,174280.0
720575940637618254,KCapbp-ap2,118993,440272.0,165284.0,174800.0
720575940608633045,KCapbp-ap1,6038,423420.0,164080.0,174800.0
720575940628687719,Unknown,86842,432092.0,151226.0,170840.0
720575940625187940,others,68119,442864.0,337940.0,163820.0
720575940624504212,others,64607,434174.6666666667,331810.6666666667,161453.33333333334
720575940618648443,Unknown,34855,405208.0,116592.0,160440.0
720575940624036656,KCapbp-ap2,62026,436536.0,168536.0,174800.0
720575940624570917,Unknown,64897,440548.0,167444.0,174800.0
720575940623368629,Unknown,58452,400384.0,297696.0,165240.0
720575940615405378,Unknown,22951,424056.0,171216.0,174800.0
720575940622147148,KCapbp-m,51691,435256.0,168144.0,174800.0
720575940632347423,KCapbp-m,104604,428568.0,162500.0,174800.0
720575940618940096,Unknown,35982,405088.0,292384.0,173200.0
720575940609768290,Unknown,7717,424912.0,159264.0,174800.0
720575940636821616,others,117278,446974.0,282703.0,168980.0
720575940614562207,others,20091,418736.0,324022.6666666667,163360.0
720575940623994701,KCapbp-m,61759,428144.0,161744.0,174800.0
720575940639692888,Unknown,123593,422940.0,189424.0,163240.0
720575940612260323,others,13115,403666.0,110448.66666666669,170453.33333333334
720575940611930265,Unknown,12225,421256.0,161916.0,174800.0
720575940621312033,KCab,46952,437624.0,159956.0,174800.0
720575940621419032,KCab,47586,423552.0,165760.0,174800.0
720575940615094284,Unknown,21913,423560.0,171092.0,174800.0
720575940628270235,Unknown,84542,421008.0,164800.0,174800.0
720575940638719807,others,121448,406291.2,314348.8,169048.0
720575940624044873,Unknown,62070,425076.0,159452.0,174800.0
720575940627045642,KCapbp-m,77443,434968.0,169096.0,174800.0
720575940629201871,KCab,89540,425116.0,165028.0,174800.0
720575940626591619,Unknown,74827,423737.3333333333,99473.33333333331,162466.66666666666
720575940619378123,others,37614,424427.3333333333,308640.0,165820.0
720575940635493044,Unknown,114228,421484.0,163524.0,174800.0
720575940628697872,Unknown,86896,434280.0,155196.0,174800.0
720575940608721347,Unknown,6133,428668.0,151268.0,174453.33333333334
720575940623465963,Unknown,59039,431670.6666666667,130884.0,160786.66666666666
720575940631576109,KCapbp-ap1,101396,430056.0,170408.0,174800.0
720575940614173290,Unknown,18876,449950.0,97188.0,166800.0
720575940623563229,others,59584,407328.0,305141.3333333333,161000.0
720575940624956348,Unknown,66865,411564.0,126504.0,168680.0
720575940606123698,KCapbp-ap1,2741,422144.0,166204.0,174800.0
720575940613622312,KCapbp-m,17406,427732.0,162048.0,174800.0
720575940635187807,others,113466,412068.0,306158.0,161180.0
720575940631100175,Unknown,99060,430256.0,171528.0,174800.0
720575940612473128,KCab,13773,439944.0,160340.0,174800.0
720575940612556441,Unknown,14039,445684.0,98990.0,168780.0
720575940627441169,Unknown,79925,426072.0,160000.0,174800.0
720575940621668079,others,49002,440099.2,344355.2,161096.0
720575940639121641,Unknown,122353,430854.0,124508.0,161580.0
720575940628920987,Unknown,88123,421744.0,162316.0,174800.0
720575940609488738,others,7286,405120.0,298240.0,167720.0
720575940636579817,KCapbp-m,116766,426792.0,162728.0,174800.0
720575940631041823,KCab,98774,441124.0,160348.0,174800.0
720575940631142159,Unknown,99287,437174.2222222223,95185.33333333331,169284.44444444444
720575940641546715,Unknown,126652,432314.28571428574,146217.14285714287,172405.7142857143
720575940620896588,Unknown,44666,419396.0,168536.0,174800.0
720575940639128885,KCapbp-m,122371,427480.0,162472.0,174800.0
720575940627173192,KCapbp-m,78263,433096.0,158996.0,174800.0
720575940627284580,Unknown,78978,408592.0,245016.0,172520.0
720575940619949556,others,39822,447702.0,109328.0,162780.0
720575940604093984,Unknown,463,423640.0,170220.0,174800.0
720575940615527995,KCapbp-ap1,23358,431020.0,170596.0,174800.0
720575940640123008,others,124527,410190.6666666667,115148.0,169026.66666666666
720575940605441312,KCapbp-ap1,1696,425384.0,161328.0,174800.0
720575940627628548,Unknown,80910,434576.0,172148.0,174800.0
720575940623730634,others,60370,428072.0,218614.0,174700.0
720575940625781009,Unknown,70857,424724.0,160632.0,174800.0
720575940619942320,Unknown,39792,432556.0,168400.0,174800.0
720575940627276114,KCab,78924,437276.0,161820.0,174800.0
720575940650726390,Unknown,132503,424468.0,173188.0,174800.0
720575940626909768,Unknown,76624,434292.0,138252.0,165240.0
720575940625508733,Unknown,69558,424836.0,171136.0,174800.0
720575940616981312,Unknown,28271,405568.0,288512.0,171080.0
720575940623068308,KCab,56739,425452.0,168688.0,174800.0
720575940609181508,Unknown,6770,405112.0,292708.0,169760.0
720575940619718383,others,38856,406864.0,123660.0,174600.0
720575940626339130,Unknown,73594,440032.0,298161.3333333333,161080.0
720575940625995609,others,71966,439072.0,97322.0,160300.0
720575940628145411,Unknown,83866,432104.0,172960.0,174800.0
720575940622160460,Unknown,51760,436894.4,323651.2,174352.0
720575940616750363,Unknown,27418,434332.0,168308.0,174800.0
720575940640889176,Unknown,126017,426500.0,212736.0,174200.0
720575940636606554,others,116831,442984.0,333718.0,163780.0
720575940615631321,others,23676,417520.0,271028.0,162680.0
720575940638467200,KCab,120871,433644.0,161976.0,174800.0
720575940611608037,Unknown,11394,422974.0,137594.0,173480.0
720575940613534354,others,17138,440270.0,341376.0,167800.0
720575940615782045,others,24178,413320.0,97664.0,168720.0
720575940606909195,Unknown,3844,441752.0,162976.0,174800.0
720575940628815381,Unknown,87565,418073.3333333333,323714.0,160340.0
720575940618021147,Unknown,32209,426572.0,172072.0,174800.0
720575940626491727,Unknown,74332,440464.0,95464.0,166360.0
720575940643214628,Unknown,127912,414116.0,127876.0,162260.0
720575940636562916,Unknown,116718,421940.0,161852.0,174800.0
720575940624709925,Unknown,65570,421768.0,164308.0,174800.0
720575940627174931,others,78282,414880.0,90656.0,173440.0
720575940619640149,KCapbp-ap1,38501,425856.0,161120.0,174800.0
720575940625405744,Unknown,69040,425352.0,159984.0,174800.0
720575940641713824,Unknown,126845,407412.0,107952.0,167200.0
720575940621060101,Unknown,45592,417888.0,92960.0,174840.0
720575940639964032,Unknown,124194,428212.0,157272.0,174800.0
720575940619155182,Unknown,36845,421336.0,170800.0,174800.0
720575940638034751,Unknown,119911,426508.0,159844.0,174800.0
720575940621586473,others,48483,437276.0,331740.0,162293.33333333334
720575940626632837,Unknown,75033,429968.0,173020.0,174800.0
720575940620591273,KCapbp-ap2,42899,438204.0,165288.0,174800.0
720575940615581126,others,23498,403522.6666666667,118112.0,167560.0
720575940620024149,others,40185,404636.0,125620.0,173000.0
720575940619971009,KCab,39921,433812.0,159696.0,174800.0
720575940625396252,others,68999,443080.0,335568.0,161720.0
720575940616295451,Unknown,25927,444202.0,102626.0,171560.0
720575940622398836,Unknown,53156,440582.0,111176.0,168880.0
720575940653276833,Unknown,133004,431096.0,158304.0,174800.0
720575940613920159,KCab,18238,434844.0,160668.0,174800.0
720575940612072685,Unknown,12606,423272.0,171484.0,174800.0
720575940614625211,KCab,20304,424236.0,166652.0,174800.0
720575940645334126,Unknown,129881,420984.0,168324.0,174800.0
720575940631839827,others,102469,429136.0,118064.0,168640.0
720575940646354211,Unknown,130764,425936.0,172540.0,174800.0
720575940625665149,KCapbp-ap2,70264,427892.0,160864.0,174800.0
720575940612783218,others,14764,401664.0,105352.0,173200.0
720575940635153515,Unknown,113348,413944.0,106978.0,174000.0
720575940620116091,Unknown,40625,445090.6666666667,104328.0,164866.66666666666
720575940629438202,KCab,90648,438776.0,159064.0,174800.0
720575940615092019,others,21904,425054.0,220457.0,167850.0
720575940635416431,Unknown,114053,412462.0,114900.0,163900.0
720575940624549646,KCapbp-m,64805,425716.0,162652.0,174800.0
720575940612774883,others,14727,433408.0,258476.0,168540.0
720575940609708100,Unknown,7606,425804.0,172264.0,174800.0
720575940615713292,Unknown,23945,420076.0,166796.0,174800.0
720575940623041772,Unknown,56564,436636.0,155580.0,174800.0
720575940605625376,KCab,1907,438152.0,160448.0,174800.0
720575940636699822,Unknown,117037,407193.3333333333,122294.66666666669,172560.0
720575940646773044,Unknown,131089,423596.0,169952.0,174800.0
720575940636302711,KCapbp-ap2,116173,434680.0,169920.0,174800.0
720575940644303639,Unknown,128758,432462.0,86670.0,165120.0
720575940636206558,Unknown,115976,401344.0,289632.0,165000.0
720575940634207087,others,111004,437860.0,333486.0,163200.0
720575940628781828,Unknown,87331,412746.6666666667,229125.3333333333,166586.66666666666
720575940616295069,Unknown,25924,433580.0,153176.0,174800.0
720575940629445626,KCapbp-ap1,90683,438084.0,166768.0,174800.0
720575940625309882,Unknown,68591,422168.0,170256.0,174800.0
720575940612028017,others,12480,430524.0,333040.0,168320.0
720575940615906316,others,24557,425088.0,101060.0,163620.0
720575940606856405,others,3790,441418.0,331756.0,166900.0
720575940620810316,Unknown,44200,430804.0,162552.0,174800.0
720575940630562297,others,96195,410400.0,126616.0,173400.0
720575940638446936,KCapbp-m,120829,437560.0,157280.0,174800.0
720575940614081909,others,18635,437140.0,193980.0,167880.0
720575940623145513,Unknown,57206,436984.0,164936.0,174800.0
720575940616596822,others,26968,407609.3333333333,125726.66666666669,174000.0
720575940626139560,KCapbp-m,72679,426580.0,162284.0,174800.0
720575940618277681,KCapbp-ap1,33393,435528.0,156556.0,174800.0
720575940622734576,Unknown,54921,417859.2,190394.4,172280.0
720575940608977621,Unknown,6490,419876.0,114234.0,168900.0
720575940617942336,Unknown,31885,428745.3333333333,112526.66666666669,174520.0
720575940627519748,KCab,80379,425468.0,164908.0,174800.0
720575940626422659,KCapbp-ap2,74010,438028.0,156668.0,174800.0
720575940604626912,KCab,775,438332.0,161200.0,174800.0
720575940636381541,KCab,116359,430544.0,166272.0,174800.0
720575940618926319,Unknown,35920,432828.0,157796.0,174800.0
720575940632271780,Unknown,104301,420080.0,168140.0,174800.0
720575940620715247,Unknown,43673,423772.0,205398.66666666663,173640.0
720575940635370096,Unknown,113951,425564.0,158668.0,174800.0
720575940613023911,KCab,15611,435544.0,158332.0,174800.0
720575940615085580,others,21879,400826.6666666667,96482.66666666669,164973.33333333334
720575940628022141,Unknown,83137,434978.0,101458.0,161020.0
720575940628392786,others,85291,440718.0,103710.0,174380.0
720575940637787226,Unknown,119414,423484.0,167156.0,174800.0
