root_id,cell_type,side,x,y,z
720575940632832768,R8,right,830088,312340,132080
720575940630869760,R1-6,right,863636,226996,148880
720575940629654528,R1-6,right,826442.6666666666,328806.6666666667,159866.66666666666
720575940624408064,R8,left,210896,221858.66666666666,167213.33333333334
720575940614320512,R1-6,left,321864,235624,151120
720575940629558144,R1-6,right,864952,348240,143520
720575940621026688,R1-6,right,672165.6,207858.4,180632
720575940640493696,R8,left,169644,258336,177480
720575940630277632,R1-6,left,161344,257036,166440
720575940625422208,R1-6,left,196252,246772,156240
720575940622933632,R8,right,803376,221324,130440
720575940622128512,R1-6,left,130120,413096,159160
720575940622596096,R7,left,206596,243600,179080
720575940609674752,R7,left,204620,303180,205120
720575940635954048,R7,left,234508,215016,215040
720575940616291584,R7,right,653738.6666666666,318209.3333333333,151800
720575940616074752,R1-6,right,525636,241350,157880
720575940611811584,R8,left,241004,197740,135000
720575940621192704,R1-6,right,859380,352760,129800
720575940613619840,R7,right,789880,181676,149040
720575940607873152,R8,left,134064,298076,180960
720575940621747584,R1-6,left,473168,279794,165620
720575940628059904,R1-6,right,658756.5,280685.25,66320
720575940611101184,R1-6,right,869580,340180,152600
720575940614562816,R1-6,right,468921,234721,141590
720575940629872640,R1-6,right,869140,271848,130600
720575940635786368,R1-6,right,829560,234572,111680
720575940614966272,R7,left,494172,193112,187300
720575940622311168,R1-6,right,571752,297113,181450
720575940639546496,R1-6,left,100396,380760,168800
720575940616180608,R1-6,right,744796,213762.66666666666,161413.33333333334
720575940618416000,R1-6,left,110700,299552,183120
720575940646334080,R1-6,right,805360,302496,89880
720575940629375488,R1-6,left,230656,300660,138040
7.20575940631e+17,R1-6,left,329997.3333333333,267742.6666666667,163033.33333333334
720575940624071936,R1-6,right,838808,359148,127053.33333333333
720575940623928576,R1-6,left,488526.85714285716,328198.28571428574,170028.57142857142
720575940627402752,R1-6,left,174296,385892,140120
720575940628648960,R1-6,right,796889.3333333334,209189.33333333334,143533.33333333334
720575940620953216,R1-6,left,291106.4,344252,195540
720575940621018752,R8,left,491570,329938,171500
720575940627289216,R8,left,368970,268555.3333333333,191606.66666666666
720575940612903552,R1-6,left,237096,320344,116840
720575940627865728,R1-6,left,459888,265312,176840
720575940614441984,R1-6,right,862464,272040,143720
720575940653106432,R1-6,left,107640,348544,162720
720575940647814784,R1-6,left,113636,308832,185720
720575940638761216,R1-6,right,835504,217548,115920
720575940628597760,R7,left,210956,181240,162000
720575940627845632,R1-6,right,847336,367924,119640
720575940648343168,R1-6,left,164978.66666666666,267874.6666666667,157306.66666666666
720575940618530560,R1-6,left,146168,440248,149400
720575940612930560,R1-6,left,431014.85714285716,227280,168874.2857142857
720575940625887744,R1-6,left,522692,282202,140800
720575940620439424,R1-6,right,871208,320564,130720
720575940633791232,R8,left,267852,364356,220160
720575940630653184,R1-6,left,128648,309732,180120
720575940615425920,R1-6,left,198428,288656,133360
720575940606624128,R1-6,right,808548,293598,128980
720575940616207232,R1-6,left,126044,364836,154240
720575940627970944,R7,right,690977.3333333334,258944,93586.66666666667
720575940624481536,R7,left,252336,351544,165840
720575940623160704,R1-6,left,522394.6666666667,314488,197853.33333333334
720575940631318528,R7,right,840768,276944,134520
720575940629466880,R1-6,left,113164,392236,167100
720575940633723904,R1-6,left,171280,313416,152520
720575940618681472,R1-6,right,492712,160197.6,88424
720575940618523904,R1-6,right,843196,330472,96280
720575940623337472,R1-6,left,520313.3333333333,303877.3333333333,175560
720575940621487232,R1-6,left,386678,231654,146130
720575940630161792,R1-6,left,573032,274662,145100
720575940625148672,R1-6,left,172224,373648,137480
720575940626344832,R7,right,830612,327424,119480
720575940619736064,R1-6,right,857912,248388,119640
720575940619627392,R1-6,right,864552,239828,137440
720575940624778752,R1-6,right,553378.6666666666,333250.6666666667,112346.66666666667
720575940638798080,R7,right,723436,229594,131120
720575940629884288,R1-6,right,816236,218764,91120
720575940650377856,R1-6,right,843208,221924,130480
720575940626291584,R1-6,left,424629.6,303720,137424
720575940653280768,R1-6,left,223964,272780,128480
720575940625625728,R7,left,265668,321256,151800
720575940616731904,R1-6,left,205896,237136,138680
720575940629040256,R1-6,right,841208,360432,101320
720575940625493248,R1-6,left,171396,413008,140720
720575940619552000,R1-6,right,861820,348936,136160
720575940614713472,R1-6,right,855976,371572,120880
720575940623484800,R1-6,right,843896,352428,91080
720575940635192704,R1-6,left,219337.33333333334,257676,193866.66666666666
720575940615100288,R1-6,right,842880,366160,115760
720575940630838528,R1-6,right,576582.6666666666,295490.6666666667,110413.33333333333
720575940622793856,R1-6,right,807684,336168,89800
720575940612763264,R1-6,left,470791.2,242597.2,124676
720575940609748224,R1-6,right,568690,287150,166780
720575940628159360,R1-6,right,850660,240688,121880
720575940631845888,R1-6,right,567658,216404,197080
720575940624696832,R1-6,right,602623,234155,142950
720575940617766400,R1-6,right,574642,200648,151940
720575940622440576,R1-6,right,565636,281958,199740
720575940626692352,R1-6,right,421916,244377.6,178744
720575940625245952,R7,left,289504,273336,126600
720575940620131072,R1-6,right,838428,202724,91080
720575940641893120,R1-6,right,844528,364068,127200
720575940615997568,R1-6,left,242924,255068,145520
720575940645311488,R1-6,left,110800,388936,162520
720575940618054656,R1-6,left,154428,408964,149240
720575940621193088,R1-6,right,872268,254020,136880
720575940611550848,R1-6,right,857400,224980,141520
720575940617800192,R1-6,right,845520,201104,134320
720575940615732096,R1-6,left,193560,380622,174460
720575940628276224,R1-6,left,480504,246688,202780
720575940630821376,R1-6,right,761561.6,256572,117640
720575940615303552,R1-6,right,863524,340524,155800
720575940636942464,R7,left,209178,303522,166100
720575940623572480,R8,right,561338,317168,194820
720575940625356032,R8,left,205256,274268,191720
720575940614904320,R1-6,right,813604,211172,91080
720575940606519936,R1-6,right,885360,277608,153120
720575940660966528,R1-6,right,845988,244816,118440
720575940612839808,R1-6,right,540766,275779,180350
720575940625447680,R8,right,808996,182438,170580
720575940615885952,R8,left,159712,215448,187720
720575940618578688,R1-6,left,140816,260248,181200
720575940606530432,R1-6,right,863372,215476,149120
720575940627775616,R1-6,right,825762,309153,148590
720575940630857728,R1-6,right,809472,307568,78120
720575940626694912,R8,right,823220,282624,125400
720575940611804032,R1-6,right,830172,368076,134520
720575940645816320,R7,right,799904,217340,128680
720575940640249216,R1-6,left,156312,250220,178620
720575940636287488,R1-6,right,848180,393536,103440
720575940614389248,R1-6,left,218104,236332,138760
720575940622951040,R1-6,left,215360,296820,143080
720575940624734592,R1-6,right,840120,189376,148000
720575940626977024,R1-6,right,652286,262996,110760
720575940627051008,R1-6,left,501038,278574,192740
720575940635739776,R1-6,right,749288,331679,127550
720575940617289344,R7,right,397241.3333333333,331678.6666666667,174786.66666666666
720575940624155648,R1-6,left,467540,183582.66666666666,139186.66666666666
720575940625245184,R1-6,right,820010,304852,118920
720575940623913472,R1-6,right,857480,220764,170160
720575940629716736,R1-6,left,449520,309388,172740
720575940625097984,R1-6,right,832152,288218,141760
720575940618154368,R1-6,right,862552,229604,145080
720575940630450304,R1-6,right,840636,263408,106000
720575940640655744,R8,left,266360,300550,154160
720575940623943680,R1-6,left,326252,283778,172900
720575940629568512,R1-6,left,88032,402780,162520
720575940612596992,R1-6,right,847980,226024,121760
720575940634312960,R7,left,265336,337108,163480
720575940655809152,R1-6,left,163456,343504,144120
720575940619309312,R1-6,right,849220,377948,111800
720575940632606592,R1-6,right,840449.3333333334,249962.66666666666,94493.33333333333
720575940625397120,R7,left,196004,254828,216120
720575940609657344,R1-6,right,835084,280608,99560
720575940619297536,R1-6,right,711640,302124,190420
720575940617801216,R1-6,right,764224,324736,122020
720575940605757440,R1-6,left,207884,333944,128600
720575940628139392,R1-6,right,518306.6666666667,156204,166080
720575940621973632,R1-6,left,481504,247294,175960
720575940624332544,R1-6,left,137480,277696,194080
720575940607876992,R1-6,left,117448,294764,180160
720575940640099840,R1-6,left,231800,219872,149120
720575940624141568,R1-6,right,877212,290156,132240
720575940620084480,R1-6,left,155228,220368,188320
720575940623698816,R1-6,left,219336,252920,129360
720575940618099456,R1-6,right,824796,391988,77400
720575940631736704,R7,left,395254.6666666667,190760,185000
720575940632561536,R1-6,left,180216,221512,164480
720575940620337664,R1-6,right,663177.3333333334,359690.6666666667,123346.66666666667
720575940636868736,R1-6,right,380479,316943,158430
720575940623148800,R1-6,right,629842.6666666666,189720,87520
720575940629754368,R1-6,left,219012,321392,131040
720575940610107648,R1-6,left,129588,434788,151760
720575940632007168,R7,right,565902,241156,177320
720575940623506944,R8,right,560360,268430,140900
720575940611011328,R1-6,right,851948,206088,131200
720575940616030464,R1-6,left,386968,191454.66666666666,150960
720575940625778944,R1-6,right,864216,342684,132560
720575940624695168,R8,left,313320,342960,149640
720575940640647296,R1-6,right,309273.6,350423.2,133728
720575940610753408,R1-6,right,812420,288036,94120
720575940650842752,R8,left,260752,331812,158840
720575940624755456,R1-6,right,478284,254988,157906.66666666666
720575940623564672,R1-6,right,663944,247216,113456
720575940626586112,R1-6,right,875236,320520,145120
720575940630645888,R1-6,left,166060,426774,141180
720575940633518592,R1-6,left,131984,280744,176600
720575940606415360,R1-6,left,375263.2,312696.8,105104
720575940621401344,R1-6,left,166776,398716,128880
720575940606431744,R1-6,right,860320,330616,114200
720575940606278656,R1-6,right,838872,368100,145160
720575940635717760,R8,right,644850,205190,186540
720575940619263616,R1-6,left,484846,255216,133680
720575940637690752,R1-6,right,857696,266100,123360
720575940627301376,R7,right,816050,275600,173620
720575940608221568,R1-6,left,166080,380944,139400
720575940623951488,R1-6,right,809492,191288,103000
720575940623912192,R7,left,293925.3333333333,240054.66666666666,175706.66666666666
720575940626027136,R8,left,491232,240044,159100
720575940640896128,R1-6,right,439562.6666666667,194788,208626.66666666666
720575940624651520,R1-6,left,311880,233059,214740
720575940628365440,R1-6,left,155088,374168,143520
720575940618981888,R1-6,left,129972,282028,180680
720575940622097152,R1-6,right,829136,181404,134600
720575940606412800,R8,right,825876,248800,134520
720575940627687296,R1-6,left,125816,348836,161840
720575940631003392,R1-6,left,314532,273603.2,203552
720575940628758784,R1-6,left,186486,361892,160880
720575940606629760,R1-6,left,282233.3333333333,222389.33333333334,135880
720575940622654976,R1-6,left,118644,411816,170280
720575940612998784,R1-6,left,368181.3333333333,229762.66666666666,132293.33333333334
720575940632582528,R1-6,right,789352,371472,91680
720575940620745344,R1-6,left,132620,270624,181200
720575940626580864,R1-6,right,787334,340130,161140
720575940606458752,R1-6,left,149148,408748,138040
720575940629998976,R1-6,right,853576,379052,121880
720575940619775360,R8,right,847636,287344,112400
720575940624641152,R8,right,814516,325698,122500
720575940640047872,R8,left,182516,215552,174640
720575940621703808,R1-6,left,114516,422172,150760
720575940618477568,R1-6,left,216664,174408,161000
720575940622610944,R1-6,left,151404,272304,167840
720575940636527744,R1-6,right,835429,285641,156030
720575940620231424,R1-6,right,848568,212380,132800
720575940636168064,R1-6,left,561702.6666666666,306970,107340
720575940614003456,R1-6,right,862156,293368,117800
720575940640494208,R1-6,right,875876,264108,161400
720575940628324096,R8,left,539320,301186,165300
720575940624103424,R1-6,right,695128,233176,131820
720575940616346880,R1-6,right,874504,261008,131360
720575940629828864,R1-6,left,477664,367296,154000
720575940609568000,R8,left,274285.3333333333,279864,186920
720575940636916608,R1-6,right,872076,258228,148680
720575940615143168,R1-6,right,839916,269224,87360
720575940622776448,R1-6,right,572286,259894,169160
720575940628082944,R1-6,right,844288,295252,94080
720575940632379648,R7,left,193816,240228,221160
720575940620840832,R1-6,right,759018,315104,161280
720575940620791552,R1-6,left,146928,411552,149240
720575940620623360,R1-6,left,451748,372110,138540
720575940629827584,R1-6,left,133564,418848,149240
720575940617779584,R1-6,left,198396,393204,128520
720575940619336960,R1-6,right,739720,229898,111680
720575940621815168,R1-6,left,270733.3333333333,275456,175840
720575940645991296,R1-6,right,861124,237308,127400
720575940609190912,R8,right,560801,225666,159350
720575940611720832,R1-6,right,835228,275748,85640
720575940618460032,R1-6,left,590717,328601,176880
720575940621994624,R1-6,left,116932,393624,158760
720575940630305536,R1-6,right,778506,333000,103480
720575940640548736,R7,left,290428,350796,160600
720575940637399680,R1-6,right,554132,213170,182080
720575940621697664,R7,left,231460,307244,163720
720575940655892864,R1-6,left,186664,306964,139920
720575940624721152,R1-6,right,873968,294824,151200
720575940620680064,R1-6,right,826956,394376,77400
720575940611485568,R1-6,right,855648,355548,141840
720575940613282560,R1-6,left,448480,322910,173420
720575940629438208,R1-6,left,548929,271011,170360
720575940635486080,R1-6,left,162756,312228,156640
720575940630239744,R7,left,153240,241560,191120
720575940612939520,R8,left,300736,336924,146720
720575940632910464,R1-6,right,803580,300020,69000
720575940631844608,R1-6,left,331736,277808,164226.66666666666
720575940624977536,R8,right,825888,290836,129320
720575940644594816,R1-6,left,240564,244500,142520
720575940619586432,R1-6,left,101928,337336,171760
720575940615574656,R1-6,left,169912,394064,142760
720575940622811008,R1-6,left,238304,197972,139640
720575940633568000,R1-6,right,849296,211972,143080
720575940629348864,R1-6,left,122592,395528,162320
720575940627746944,R1-6,left,245166,276180,164220
720575940628465280,R1-6,right,839442.6666666666,281332,144466.66666666666
720575940606686336,R1-6,left,182796,240600,158480
720575940606192256,R1-6,left,140400,261564,193560
720575940627718272,R7,right,830852,305408,116360
720575940644919296,R1-6,left,166028,406468,132360
720575940618778880,R1-6,left,528425.3333333334,356602.6666666667,165533.33333333334
720575940631563520,R7,left,206432,293064,179440
720575940624849280,R1-6,right,825076,387728,125360
720575940648460160,R1-6,right,855344,389758,129540
720575940608116864,R8,left,200366,290454,197520
720575940632773760,R7,right,828304,202068,188240
720575940616154112,R1-6,right,857852,294968,114920
720575940628514688,R1-6,left,493490.75,239564.75,73880
720575940622860800,R1-6,left,229478,349572,196300
720575940624204672,R1-6,left,164136,202660,191600
720575940613270656,R1-6,left,108300,332704,176080
720575940618422912,R1-6,left,434133.14285714284,321954.85714285716,202097.14285714287
720575940626643968,R1-6,left,436406.4,216510.4,162504
720575940621907328,R1-6,right,823801.6,309469.6,142296
720575940623731968,R1-6,right,819252,253704,89640
720575940635848320,R1-6,left,229604,196808,142880
720575940661105792,R1-6,left,199186.66666666666,201178.66666666666,160560
720575940609241088,R1-6,right,576072,180248,150780
720575940623965184,R1-6,left,209388,286420,130800
720575940640597888,R1-6,left,316064,250298,175100
720575940614782976,R1-6,right,842508,206148,157480
720575940637665408,R1-6,left,204300,298776,128680
720575940634494720,R7,left,209766,193924,184360
720575940626001792,R1-6,right,593853,343327,136845
720575940630868736,R1-6,right,652320,320837.3333333333,50866.666666666664
720575940613522176,R1-6,right,817500,366760,94880
720575940623859712,R1-6,right,857248,330280,145120
720575940628336896,R1-6,left,124964,370612,158440
720575940616012160,R1-6,left,229077,240774,147130
720575940621504256,R1-6,left,339401,257064,169910
720575940634656768,R1-6,left,191484,379516,128000
720575940619876992,R1-6,right,858384,210572,161040
720575940629002624,R7,left,261361,280461,236200
720575940648236672,R1-6,right,826938,244306,95520
720575940638746624,R1-6,left,247588,208068,140520
720575940612984192,R1-6,right,818400,359444,86120
720575940631286528,R7,right,813232,222382,142020
7.20575940627e+17,R1-6,left,539950.5,216101.5,146420
720575940629703168,R1-6,right,850604,346740,102080
720575940629832192,R8,left,395061,234916,131380
720575940622646528,R1-6,right,530822,291836,137050
720575940616190720,R1-6,left,143340,438324,138800
720575940621681792,R1-6,left,140748,396740,149680
720575940612848896,R8,right,630765.3333333334,264977.3333333333,191013.33333333334
720575940615236352,R1-6,left,380886,240494,161220
720575940640549504,R1-6,left,104984,325472,181080
720575940636502400,R1-6,right,845144,383364,134520
720575940640893312,R1-6,left,204728,256784,150480
720575940632955904,R7,right,871180,307384,161200
720575940640957824,R1-6,right,567088,326484,99900
720575940614243328,R1-6,right,876716,304694,135060
720575940615164928,R1-6,right,448037,269977,124700
720575940606180864,R1-6,left,101488,351228,173120
720575940623772288,R1-6,left,459298,242942,158900
720575940632737280,R8,right,772699,310761,138740
720575940625060352,R1-6,right,705916,304619,155520
720575940632172288,R1-6,right,794074,257480,110860
720575940619256320,R1-6,right,854984,365376,130000
720575940615346432,R1-6,left,248672,228772,136920
720575940623851392,R7,left,605217.3333333334,281262.6666666667,191626.66666666666
720575940626742400,R1-6,left,132884,268144,190200
720575940609484288,R1-6,right,869714,308318,138180
720575940628935680,R1-6,left,295544.25,274885.25,138922.5
720575940607806592,R7,left,237572,322760,174840
720575940632666752,R8,left,295896,364156,178400
720575940623721728,R1-6,right,723744,268010,78400
720575940613123840,R1-6,left,157624,370024,136240
720575940616331520,R8,right,760904,275564,113720
720575940612598144,R7,right,535834,242608,167640
720575940660849280,R1-6,right,832596,393722,98760
720575940631986688,R1-6,right,844440,213006,131780
720575940628753664,R1-6,left,357036,223771.33333333334,186346.66666666666
720575940627801216,R1-6,right,867884,236640,171240
720575940634941184,R1-6,left,166940,267596,169120
720575940625538944,R1-6,right,828016,286120,97720
720575940621170432,R1-6,right,851932,379728,134520
720575940636133504,R1-6,right,858748,373188,145160
720575940625766144,R1-6,right,798240,323080,78680
720575940623280896,R1-6,right,784708,363064,148500
720575940628145792,R1-6,right,470000,328025.3333333333,131986.66666666666
720575940613004544,R1-6,left,218872,225044,144760
720575940606433920,R1-6,left,152412,226348,189520
720575940633475712,R1-6,right,688734,295368,154880
720575940636208000,R1-6,left,128960,378840,156520
720575940625327360,R8,left,229628,307120,155320
720575940616169856,R1-6,right,789897.3333333334,341533.3333333333,148826.66666666666
720575940630603392,R1-6,left,156136,395548,137520
720575940619253888,R1-6,left,360101,230537,169680
720575940618093824,R1-6,right,819666,358294,141960
720575940619251328,R1-6,left,111656,429384,153560
720575940619936512,R8,left,278140,365768,180440
720575940632745600,R1-6,left,97772,362576,171680
720575940621344384,R1-6,right,821232,260160,80160
720575940632464256,R1-6,left,153580,317056,154920
720575940621441024,R7,right,524324,311554,159480
720575940614766080,R1-6,right,814488,245560,99160
